date,month,time,desc,type,year,event
2018-01-02,01,12h00,"Entretien avec M. Nicolas HULOT, ministre de la Transition écologique et solidaire.",,2018,True
2018-01-02,01,13h00,Déjeuner avec le Premier ministre.,,2018,True
2018-01-02,01,15h00,"Entretien avec M. Gérard COLLOMB, ministre de l’Intérieur et Mme Jacqueline GOURAULT, ministre auprès du ministre de l’Intérieur.",,2018,True
2018-01-02,01,17h00,"Entretien avec Mme Nicole BELLOUBET, Garde des Sceaux, ministre de la Justice.",,2018,True
2018-01-03,01,10h00,Présentation des vœux du Gouvernement.,,2018,True
2018-01-03,01,10h30,"Conseil des ministres, suivi d’un séminaire du Gouvernement.",,2018,True
2018-01-03,01,13h00,Déjeuner avec les membres du Gouvernement.,,2018,True
2018-01-03,01,15h30,Présentation des vœux au Conseil constitutionnel.,,2018,True
2018-01-03,01,17h30,Présentation des vœux à la presse.,,2018,True
2018-01-04,01,09h00,Conseil restreint de défense.,,2018,True
2018-01-04,01,10h30,Présentation des vœux aux Autorités religieuses.,,2018,True
2018-01-04,01,11h30,"Entretien avec Mme Florence PARLY, ministre des Armées.",,2018,True
2018-01-04,01,15h30,Présentations des vœux au Corps diplomatique.,,2018,True
2018-01-05,01,09h30,"Entretien avec M. Pierre MOSCOVICI, commissaire européen, chargé des affaires économiques et monétaires, de la fiscalité et des douanes.",,2018,True
2018-01-05,01,10h15,"Entretien avec M. Bruno LE MAIRE, ministre de l’Economie et des Finances.",,2018,True
2018-01-05,01,13h00,"Entretien suivi d'un déjeuner en l’honneur de M. Recep Tayyip ERDOGAN, Président de la République de Turquie.",,2018,True
2018-01-05,01,15h30,"Entretien avec M. Gérald DARMANIN, ministre de l’Action et des Comptes publics.",,2018,True
2018-01-05,01,17h30,"Entretien avec M. Patrick BERNASCONI, Président du CESE (Conseil économique, social et environnemental).",,2018,True
2018-01-07,01,09h00,Commémoration des attentats contre Charlie Hebdo et l’Hyper Cacher.,,2018,True
2018-01-08,01,Toute la journée,Déplacement en République populaire de Chine.,,2018,True
2018-01-09,01,Toute la journée,Déplacement en République populaire de Chine.,,2018,True
2018-01-10,01,09h00,Déplacement en République populaire de Chine.,,2018,True
2018-01-10,01,19h00,"Réunion du Med7 (France, Italie, Grèce, Chypre, Malte, Portugal, Espagne), suivi d’un dîner de travail, Rome",,2018,True
2018-01-11,01,09h30,"Entretien avec M. Sergio MATTARELLA, Président de la République italienne. Rome",,2018,True
2018-01-11,01,11h45,"Entretien avec M. Paolo GENTILONI, Président du Conseil des ministres de la République italienne, Rome",,2018,True
2018-01-11,01,16h00,"Entretien avec M. Mario CENTENO, Président de l’Eurogroupe.",,2018,True
2018-01-11,01,17h00,"Entretien avec Mme Agnès BUZYN, ministre des Solidarités et de la Santé.",,2018,True
2018-01-12,01,08h30,Entretien avec le Premier ministre.,,2018,True
2018-01-12,01,09h00,Conseil restreint de défense.,,2018,True
2018-01-12,01,10h00,Conseil des ministres.,,2018,True
2018-01-12,01,13h00,"Déjeuner de travail avec M. Sebastian KURZ, Chancelier de la République d’Autriche, suivi d’une déclaration conjointe.",,2018,True
2018-01-12,01,15h30,Réception des maitres boulangers pour l’Epiphanie.,,2018,True
2018-01-15,01,10h00,Déplacement à l’occasion de la rentrée solennelle de la Cour de Cassation.,,2018,True
2018-01-15,01,12h00,"Entretien avec M. Gérard COLLOMB, ministre de l’Intérieur.",,2018,True
2018-01-15,01,18h30,"Réunion ministérielle avec le Premier ministre, M. Gérard COLLOMB, ministre de l’Intérieur et Madame Nicole BELLOUBET, Garde des Sceaux, ministre de la Justice.",,2018,True
2018-01-15,01,19h30,Entretien avec le Premier ministre.,,2018,True
2018-01-16,01,09h45,Déplacement à Croisilles et Calais.,,2018,True
2018-01-17,01,08h30,Entretien avec le Premier ministre.,,2018,True
2018-01-17,01,09h00,Conseil restreint de défense.,,2018,True
2018-01-17,01,10h00,Conseil des ministres.,,2018,True
2018-01-17,01,15h00,"Entretien avec le Général LECOINTRE, Chef d’Etat-Major des Armées.",,2018,True
2018-01-17,01,16h00,"Entretien avec M. Jean TODT, Président de la Fédération internationale de l’automobile.",,2018,True
2018-01-18,01,10h00,Sommet franco-britannique. Royaume Uni de Grande Bretagne et d’Irlande du Nord ;  Sandhurst – Londres,,2018,True
2018-01-19,01,10h00,Déplacement dans le Var à l’occasion des Vœux aux Armées. Toulon,,2018,True
2018-01-22,01,09h30,Audience de rentrée solennelle de la Cour des comptes.,,2018,True
2018-01-22,01,11h30,Déplacement à Valenciennes. (Nord),,2018,True
2018-01-22,01,17h00,Participation au Sommet Choose France. (Château de Versailles),,2018,True
2018-01-22,01,18h00,"Entretien avec Mme Sheryl SANDBERG, Directrice des opérations de FACEBOOK.",,2018,True
2018-01-22,01,18h20,"Entretien avec M. Sundar PICHAI, PDG de GOOGLE.",,2018,True
2018-01-22,01,18h40,"Entretien avec M. Vasant NARASIMHAN, PDG de NOVARTIS.",,2018,True
2018-01-22,01,19h00,"Entretien avec M. Bill McDERMOTT, PDG de SAP.",,2018,True
2018-01-23,01,11h00,"Entretien avec M. Jean-Pierre CHEVENEMENT, Président de la Fondation de l’Islam de France.",,2018,True
2018-01-23,01,13h00,"Déjeuner de travail avec M. Serge SARKISSIAN, Président de la République d’Arménie, suivi d’une déclaration conjointe à la presse.",,2018,True
2018-01-23,01,18h30,"Entretien avec M. Nicolas HULOT, ministre de la Transition écologique et solidaire et Mme Elisabeth BORNE, ministre auprès du ministre de la Transition écologique et solidaire, chargée des transports.",,2018,True
2018-01-23,01,19h30,"Entretien avec Mme Audrey AZOULAY, directrice générale de l’UNESCO.",,2018,True
2018-01-24,01,08h30,Entretien avec le Premier ministre.,,2018,True
2018-01-24,01,09h00,Conseil restreint de défense.,,2018,True
2018-01-24,01,10h00,Conseil des ministres.,,2018,True
2018-01-24,01,17h30,Discours à l’occasion du World Economic Forum de Davos. (Suisse),,2018,True
2018-01-25,01,09h00,Déplacement dans le Puy-de-Dôme.,,2018,True
2018-01-26,01,09h00,Déplacement dans le Puy-de-Dôme.,,2018,True
2018-01-26,01,18h30,"Entretien avec M. Mauricio MACRI, Président de la République d’Argentine, suivi d’une déclaration conjointe à la presse.",,2018,True
2018-01-26,01,20h00,"Dîner avec M. Mauricio MACRI, Président de la République d’Argentine, son épouse, Mme Juliana AWADA MACRI et Mme Brigitte MACRON. Restaurant Guy SAVOY – Monnaie de Paris",,2018,True
2018-01-29,01,10h00,"Entretien avec M. Gérard COLLOMB, ministre de l’Intérieur.",,2018,True
2018-01-29,01,12h00,"Entretien avec Mme Marlène SCHIAPPA, secrétaire d’Etat chargée de l’Egalité entre les femmes et les hommes.",,2018,True
2018-01-29,01,13h00,Déjeuner avec le Premier ministre.,,2018,True
2018-01-29,01,17h00,"Entretien avec M. Michel ZINK, nouvel académicien et Mme Hélène CARRERE D’ENCAUSSE, secrétaire perpétuel de l’Académie française.",,2018,True
2018-01-30,01,09h00,"Entretien avec M. Jean-Yves LE DRIAN, ministre de l’Europe et des Affaires étrangères.",,2018,True
2018-01-30,01,10h30,"Entretien avec Mme Annick GIRARDIN, ministre des Outre-Mer.",,2018,True
2018-01-30,01,11h30,"Entretien avec M. Daniel GIBBS, Président du Conseil territorial de Saint-Martin.",,2018,True
2018-01-30,01,13h00,"Déjeuner avec les Préfets de Région en présence du Premier ministre et de M. Gérard COLLOMB, ministre de l’Intérieur.",,2018,True
2018-01-30,01,16h30,"Entretien avec M. Nicolas HULOT, ministre de la Transition écologique et solidaire et Mme Elisabeth BORNE, ministre chargée des transports.",,2018,True
2018-01-30,01,18h00,"Vœux aux bureaux des assemblées, au Conseil de Paris, aux corps constitués, aux forces vives et aux héros de 2017.",,2018,True
2018-01-30,01,20h30,Dîner annuel du Conseil de Coordination des organisations Arméniennes de France (CCAF).,,2018,True
2018-01-31,01,08h30,Entretien avec le Premier ministre.,,2018,True
2018-01-31,01,09h00,Conseil restreint de défense.,,2018,True
2018-01-31,01,10h00,Conseil des ministres.,,2018,True
2018-01-31,01,15h00,Déplacement en République tunisienne.,,2018,True
2018-02-01,02,08h00,Déplacement en République tunisienne.,,2018,True
2018-02-02,02,08h00,Déplacement en République du Sénégal.,,2018,True
2018-02-03,02,08h00,Déplacement en République du Sénégal.,,2018,True
2018-02-05,02,11h00,"Remise du rapport annuel de la Cour des Comptes par M. Didier MIGAUD, Premier Président.",,2018,True
2018-02-05,02,12h00,"Entretien avec Mme Florence PARLY, ministre des Armées.",,2018,True
2018-02-05,02,13h00,Déjeuner avec le Premier ministre.,,2018,True
2018-02-05,02,15h00,"Entretien avec M. Gérard COLLOMB, ministre de l’Intérieur.",,2018,True
2018-02-05,02,16h00,"Réunion ministérielle en présence du Premier ministre, de Mme Nathalie LOISEAU, ministre chargée des Affaires européennes, de M. Bruno LEMAIRE, ministre de l’Economie et des Finances et de M. Gérald DARMANIN, ministre de l’Action et des Comptes publics.",,2018,True
2018-02-05,02,17h00,"Réunion ministérielle en présence du Premier ministre, de MM. Gérard COLLOMB, ministre de l’Intérieur, de Jacques MEZARD, ministre de la Cohésion des Territoires, de Julien DENORMANDIE, secrétaire d’Etat auprès du ministre de la Cohésion des Territoires, de Benjamin GRIVEAUX, secrétaire d’Etat, Porte-parole du Gouvernement, de Mme Elisabeth BORNE, ministre chargée des Transports et de Mme Jacqueline GOURAULT, ministre auprès du Ministre de l’Intérieur.",,2018,True
2018-02-06,02,10h00,Déplacement en Corse.,,2018,True
2018-02-07,02,10h00,Déplacement en Corse.,,2018,True
2018-02-08,02,08h30,Entretien avec le Premier ministre.,,2018,True
2018-02-08,02,09h00,Conseil restreint de défense.,,2018,True
2018-02-08,02,10h00,Conseil des ministres.,,2018,True
2018-02-08,02,16h30,"Entretien avec M. Jean-Michel BLANQUER, ministre de l’Education nationale.",,2018,True
2018-02-08,02,18h30,"Entretien avec M. Gérald DARMANIN, ministre de l’Action et des Comptes publics.",,2018,True
2018-02-09,02,13h00,"Déjeuner avec M. Donald TUSK, Président du Conseil européen.",,2018,True
2018-02-09,02,17h00,"Entretien avec M. Philippe CLAUDEL, écrivain-réalisateur et membre de l’Académie Goncourt.",,2018,True
2018-02-09,02,18h00,"Entretien avec Mme Nicole BELLOUBET, Garde des Sceaux, ministre de la Justice.",,2018,True
2018-02-12,02,10h00,"Entretien avec M. Gérard COLLOMB, ministre de l’Intérieur.",,2018,True
2018-02-12,02,13h00,Déjeuner avec le Premier ministre.,,2018,True
2018-02-12,02,18h30,"Réunion ministérielle en présence de MM. Gérard COLLOMB, ministre de l’Intérieur et Jacques MEZARD, ministre de la Cohésion des territoires.",,2018,True
2018-02-13,02,10h00,"Entretien avec M. Bruno LE MAIRE, ministre de l’Economie et des Finances.",,2018,True
2018-02-13,02,11h30,"Entretien avec M. Nicolas HULOT, ministre de la Transition écologique et solidaire.",,2018,True
2018-02-13,02,17h00,"Réunion ministérielle en présence du Premier ministre, de M. Gérard COLLOMB, ministre de l’Intérieur et Mme Nicole BELLOUBET, Garde des Sceaux, ministre de la Justice.",,2018,True
2018-02-13,02,18h30,Cocktail de l’Association de la Presse Présidentielle.,,2018,True
2018-02-13,02,20h30,"Dîner de travail sur le thème de la bioéthique en présence de Mme Agnès BUZYN, ministre des Solidarités et de la Santé et de personnalités engagées sur ce thème.",,2018,True
2018-02-14,02,08h30,Entretien avec le Premier ministre.,,2018,True
2018-02-14,02,09h00,Conseil restreint de défense.,,2018,True
2018-02-14,02,10h00,Conseil des ministres.,,2018,True
2018-02-14,02,14h00,Déplacement dans le Val-de-Marne.,,2018,True
2018-02-15,02,10h30,"Entretien avec M. Willy SCHRAEN, Président de la Fédération nationale des Chasseurs.",,2018,True
2018-02-15,02,11h30,Réunion avec des personnalités engagées pour la francophonie.,,2018,True
2018-02-15,02,17h00,"Entretien avec Mme Muriel PENICAUD, ministre du Travail.",,2018,True
2018-02-15,02,18h30,"Entretien avec le Général d’Armée François LECOINTRE, Chef d’Etat-major des armées.",,2018,True
2018-02-16,02,11h00,"Entretien avec Mme Annick GIRARDIN, ministre des Outre-Mer.",,2018,True
2018-02-16,02,17h00,Réception à l’occasion du Nouvel an chinois,,2018,True
2018-02-19,02,10h00,"Entretien avec M. Gérard COLLOMB, ministre de l’Intérieur.",,2018,True
2018-02-19,02,11h00,"Entretien avec Mme Florence PARLY, ministre des Armées.",,2018,True
2018-02-19,02,12h00,Entretien avec le Premier ministre.,,2018,True
2018-02-19,02,17h45,Remise du rapport de Mme Valérie GOMEZ-BASSAC et M. Michel HERBILLON sur les consultations citoyennes.,,2018,True
2018-02-20,02,10h00,Déplacement dans les Yvelines sur le thème de la Culture.,,2018,True
2018-02-20,02,17h00,"Entretien avec MM. Jacques MEZARD, ministre de la Cohésion des territoires et Julien DENORMANDIE, Secrétaire d’État.",,2018,True
2018-02-20,02,18h00,"Entretien avec M. Jean-Yves LE DRIAN, ministre de l’Europe et des Affaires étrangères.",,2018,True
2018-02-21,02,08h30,Entretien avec le Premier ministre.,,2018,True
2018-02-21,02,09h00,Conseil restreint de défense.,,2018,True
2018-02-21,02,10h00,Conseil des ministres.,,2018,True
2018-02-21,02,13h30,"Déjeuner avec M. George WEAH, Président de la République du Libéria, suivi d’une déclaration à la presse.",,2018,True
2018-02-22,02,09h30,"Entretien avec M. Bruno LE MAIRE, ministre de l’Economie et des Finances.",,2018,True
2018-02-22,02,12h30,Réception en l’honneur d’agriculteurs nouvellement installés.,,2018,True
2018-02-22,02,20h30,"Dîner offert par M. Charles MICHEL, Premier ministre du Royaume de Belgique à l’occasion de la conférence internationale de haut niveau sur le Sahel et du Conseil européen informel.  Bruxelles",,2018,True
2018-02-23,02,10h00,Conférence internationale de haut niveau sur le Sahel et Conseil européen informel. Bruxelles,,2018,True
2018-02-24,02,07h00,55ᵉ Salon international de l’Agriculture. Paris Expo Porte de Versailles,,2018,True
2018-02-26,02,10h00,"Entretien avec M. Gérard COLLOMB, ministre de l’Intérieur.",,2018,True
2018-02-26,02,13h15,Déjeuner de travail avec le Premier ministre.,,2018,True
2018-02-26,02,15h00,"Entretien avec le Premier ministre et Mme Muriel PENICAUD, ministre du Travail.",,2018,True
2018-02-26,02,16h00,"Entretien avec Mme Sophie CLUZEL, secrétaire d’Etat, chargée des Personnes handicapées.",,2018,True
2018-02-26,02,17h00,"Entretien avec M. Jean-Yves LE DRIAN, ministre de l’Europe et des Affaires étrangères.",,2018,True
2018-02-27,02,10h00,"Entretien avec Mme Erna SOLBERG, Première ministre du Royaume de Norvège, suivi d’une conférence de presse.",,2018,True
2018-02-27,02,13h00,Déplacement en Seine-Saint-Denis.,,2018,True
2018-02-27,02,20h30,"Entretien avec M. Tony ESTANGUET, Président du comité d'organisation des Jeux olympiques de Paris 2024.",,2018,True
2018-02-27,02,21h00,Diner avec des entreprises mobilisées pour les JO de Paris 2024.,,2018,True
2018-02-28,02,08h30,Entretien avec le Premier ministre.,,2018,True
2018-02-28,02,09h00,Conseil restreint de défense.,,2018,True
